Pattern ID,Pattern,Context,"# of Eq list","# of Frq",complexity,Num of Warnings in Method,NCL
11,{,"while (!lock.tryLock(1000,TimeUnit.MILLISECONDS)) {
}
",0,0,0,,
12,while ((bytes[start++] & 0x80) != 0) {,"while ((bytes[start++] & 0x80) != 0) {
}
",0,0,4,,"SimpleName(ArrayAccess-array, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(PostfixExpression-operand, ArrayAccess-index, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, WhileStatement-expression, ),
"
13,while(!uniqueTokens.add(r.nextLong() % 1000000));,"while (!uniqueTokens.add(r.nextLong() % 1000000)) ;
",0,18,6,,"SimpleName(MethodInvocation-expression, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
14,while (collectionIterator.hasNext() && (nextItem = collectionIterator.next()) == null){},"while (collectionIterator.hasNext() && (nextItem=collectionIterator.next()) == null) {
}
",0,7,7,,"SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(Assignment-leftHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
NullLiteral(InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
15,while (tracker.tryClaim(null)) {},"while (tracker.tryClaim(null)) {
}
",0,0,4,,"SimpleName(MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, WhileStatement-expression, ),
NullLiteral(MethodInvocation-arguments, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
16,while (bb.hasRemaining() && in.read(bb) >= 0) {},"while (bb.hasRemaining() && in.read(bb) >= 0) {
}
",0,6,7,,"SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
17,"while (fcq.offer(mockCall(""c"", mockedPriorities[i++]))) ;","while (fcq.offer(mockCall(""c"",mockedPriorities[i++]))) ;
",0,9,7,,"SimpleName(MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-arguments, WhileStatement-expression, ),
StringLiteral(MethodInvocation-arguments, MethodInvocation-arguments, WhileStatement-expression, ),
SimpleName(ArrayAccess-array, MethodInvocation-arguments, MethodInvocation-arguments, WhileStatement-expression, ),
SimpleName(PostfixExpression-operand, ArrayAccess-index, MethodInvocation-arguments, MethodInvocation-arguments, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
18,while (this.proxy.write(this.buffer) > 0) {},"while (this.proxy.write(this.buffer) > 0) {
}
",0,1,7,,"ThisExpression(FieldAccess-expression, MethodInvocation-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(FieldAccess-name, MethodInvocation-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, WhileStatement-expression, ),
ThisExpression(FieldAccess-expression, MethodInvocation-arguments, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(FieldAccess-name, MethodInvocation-arguments, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
19,while ((rawBatch = getNext(p)) != null && rawBatch.getHeader().getDef().getRecordCount() == 0) {,"while ((rawBatch=getNext(p)) != null && rawBatch.getHeader().getDef().getRecordCount() == 0) {
}
",0,1,9,,"SimpleName(Assignment-leftHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
NullLiteral(InfixExpression-rightOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, MethodInvocation-expression, MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-expression, MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
"
20,while ((readaheadRemaining = readahead.hasRemaining()) && readahead.get() != delimiter);,"while ((readaheadRemaining=readahead.hasRemaining()) && readahead.get() != delimiter) ;
",0,0,7,,"SimpleName(Assignment-leftHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
21,while (outbound.pendingCount() > 0 && !Thread.interrupted()) {},"while (outbound.pendingCount() > 0 && !Thread.interrupted()) {
}
",0,2,6,,"SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
22,while ((readLine = br.readLine()) != null && readLine.indexOf(warmup_started) == -1);,"while ((readLine=br.readLine()) != null && readLine.indexOf(warmup_started) == -1) ;
",0,19,9,,"SimpleName(Assignment-leftHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
NullLiteral(InfixExpression-rightOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
NumberLiteral(PrefixExpression-operand, InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
23,{,"while (!createdColumnNames.add(str=IDENTIFIER_GEN.generate(rnd))) {
}
",0,0,0,,
24,while (0 <= (x = archive.read(buf))) {,"while (0 <= (x=archive.read(buf))) {
}
",0,0,5,,"NumberLiteral(InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(Assignment-leftHandSide, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, Assignment-rightHandSide, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
"
25,"while ((is.read (buffer, 0, buffer.length)) != -1);","while ((is.read(buffer,0,buffer.length)) != -1) ;
",0,1,7,,"SimpleName(MethodInvocation-expression, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(MethodInvocation-arguments, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
QualifiedName(MethodInvocation-arguments, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
26,{,"while (read() != -1) {
}
",0,0,0,,
27,{,"while (buildsManager.isAnyProjectCurrentlyBeingCheckedOut(projectIds)) {
}
",0,0,0,,
28,while (depth != getDepth() || super.next() != XMLStreamConstants.END_ELEMENT) {,"while (depth != getDepth() || super.next() != XMLStreamConstants.END_ELEMENT) {
}
",0,0,4,,"SimpleName(InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-rightOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(SuperMethodInvocation-name, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
QualifiedName(InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
"
29,"while (su.runOneWorkerIteration(ss, ss.getUserName(), ss.getConf(), false)) {}","while (su.runOneWorkerIteration(ss,ss.getUserName(),ss.getConf(),false)) {
}
",0,6,9,,"SimpleName(MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, MethodInvocation-arguments, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-arguments, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, MethodInvocation-arguments, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-arguments, WhileStatement-expression, ),
BooleanLiteral(MethodInvocation-arguments, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
30,{,"while (rs.getNextRow() != null) {
}
",0,0,0,,
31,while ((--i >= 0) && (special.indexOf(text.charAt(i)) == -1));,"while ((--i >= 0) && (special.indexOf(text.charAt(i)) == -1)) ;
",0,4,9,,"SimpleName(PrefixExpression-operand, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
NumberLiteral(InfixExpression-rightOperand, ParenthesizedExpression-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, MethodInvocation-arguments, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-arguments, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, MethodInvocation-arguments, InfixExpression-leftOperand, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
NumberLiteral(PrefixExpression-operand, InfixExpression-rightOperand, ParenthesizedExpression-expression, InfixExpression-rightOperand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
32,while (whiteSpace(peekChar()) && ! peekEOF());,"while (whiteSpace(peekChar()) && !peekEOF()) ;
",0,0,4,,"SimpleName(MethodInvocation-name, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-arguments, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
33,{,"while (cursor.next()) {
}
",0,0,0,,
34,{,"while (cursor.next()) {
}
",0,0,0,,
35,{,"while (cursor.next()) {
}
",0,0,0,,
36,{,"while (reader.read(buffer) >= 0) {
}
",0,0,0,,
37,while(++modifiedIdx < modifiedLine.length() && modifiedLine.charAt(modifiedIdx) != '$');,"while (++modifiedIdx < modifiedLine.length() && modifiedLine.charAt(modifiedIdx) != '$') ;
",0,2,8,,"SimpleName(PrefixExpression-operand, InfixExpression-leftOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-rightOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-rightOperand, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, InfixExpression-leftOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
CharacterLiteral(InfixExpression-rightOperand, InfixExpression-rightOperand, WhileStatement-expression, ),
EmptyStatement(WhileStatement-body, ),
"
38,"while ( !exportService.getState( exportUUID ).equals( ""FINISHED"" ) ) {}","while (!exportService.getState(exportUUID).equals(""FINISHED"")) {
}
",0,3,6,,"SimpleName(MethodInvocation-expression, MethodInvocation-expression, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-expression, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, MethodInvocation-expression, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, PrefixExpression-operand, WhileStatement-expression, ),
StringLiteral(MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
39,"while (!destructableClaims.offer(claim, 30, TimeUnit.MINUTES)) {","while (!destructableClaims.offer(claim,30,TimeUnit.MINUTES)) {
}
",0,1,5,,"SimpleName(MethodInvocation-expression, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, PrefixExpression-operand, WhileStatement-expression, ),
SimpleName(MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
NumberLiteral(MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
QualifiedName(MethodInvocation-arguments, PrefixExpression-operand, WhileStatement-expression, ),
"
40,{,"while (stringItem(list,rdr) && fieldItem(list,rdr)) {
}
",0,0,0,,
41,{,"while (parse(rdr.read())) {
}
",0,0,0,,
42,{,"while (ungetService(bundle,usages[i].m_ref,usages[i].m_prototype ? usages[i].getService() : null)) {
}
",0,0,0,,
43,{,"while (ungetService(bundle,usages[i].m_ref,usages[i].m_prototype ? usages[i].getService() : null)) {
}
",0,0,0,,
44,{,"while ((getch() != EOT) && ('\n' != ch)) {
}
",0,0,0,,
45,{,"while ((getch() != EOT) && !(('*' == ch) && (peek() == '/'))) {
}
",0,0,0,,
46,{,"while ((next=tryInvokeBind0(tracker,monitor,next,trackingCount)) != null) {
}
",0,0,0,,
47,while (portIterator.hasNext() && !attemptToBind(portIterator.next())) {},"while (portIterator.hasNext() && !attemptToBind(portIterator.next())) {
}
",0,2,6,,"SimpleName(MethodInvocation-expression, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, InfixExpression-leftOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-expression, MethodInvocation-arguments, PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-arguments, PrefixExpression-operand, InfixExpression-rightOperand, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
48,while (inputGate.pollNext().map(output::add).isPresent()) {},"while (inputGate.pollNext().map(output::add).isPresent()) {
}
",0,0,7,,"SimpleName(MethodInvocation-expression, MethodInvocation-expression, MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-expression, MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(ExpressionMethodReference-expression, MethodInvocation-arguments, MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(ExpressionMethodReference-name, MethodInvocation-arguments, MethodInvocation-expression, WhileStatement-expression, ),
SimpleName(MethodInvocation-name, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
49,while (((key[--i]) == null)) {},"while (((key[--i]) == null)) {
}
",0,1,4,,"SimpleName(ArrayAccess-array, ParenthesizedExpression-expression, InfixExpression-leftOperand, ParenthesizedExpression-expression, WhileStatement-expression, ),
SimpleName(PrefixExpression-operand, ArrayAccess-index, ParenthesizedExpression-expression, InfixExpression-leftOperand, ParenthesizedExpression-expression, WhileStatement-expression, ),
NullLiteral(InfixExpression-rightOperand, ParenthesizedExpression-expression, WhileStatement-expression, ),
Block(WhileStatement-body, ),
"
